id,product_code,product_weight_kg,fat_content,shelf_visibility,product_category,product_price,store_code,store_age_years,store_size,store_location_tier,store_format,total_sales
row_00865,PRD-ZGIUDT,15.117,Low Fat,0.0928,Health and Hygiene,114.08,STORE-OYG,25,,Tier_2,Standard Supermarket,782.62
row_00866,PRD-25OW9Y,,Low Fat,0.0388,Meat,66.1,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2497.7
row_00867,PRD-3A1DU1,5.793,Low Fat,0.0769,household,164.68,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1166.65
row_00869,PRD-ZLVU35,13.88,Low Fat,0.0159,breads,232.11,STORE-9RG,28,Small,Tier_2,Standard Supermarket,6740.09
row_00870,PRD-A0G7G2,16.389,Low Fat,0.0348,FRUITS AND VEGETABLES,264.33,STORE-DKU,30,,Tier_2,Standard Supermarket,4258.64
row_00871,PRD-R2JCPS,8.76,Low Fat,0.0219,Canned,52.08,STORE-DKU,30,,Tier_2,Standard Supermarket,955.99
row_00872,PRD-40V1GK,17.654,Low Fat,0.0266,Snack Foods,252.2,STORE-HL7,23,Medium,Tier_3,Superstore,3744.86
row_00873,PRD-29S85M,19.61,Low Fat,0.0663,snack foods,175.34,STORE-OYG,25,,Tier_2,Standard Supermarket,2701.68
row_00876,PRD-44P39J,11.569,Regular,0.0696,frozen foods,254.98,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4925.05
row_00877,PRD-UZET1P,13.389,Low Fat,0.036,FRUITS AND VEGETABLES,179.71,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2452.83
row_00878,PRD-W4Z56R,5.606,Low Fat,0.0825,Fruits and Vegetables,161.16,STORE-OYG,25,,Tier_2,Standard Supermarket,1464.63
row_00879,PRD-ILAZCL,8.079,Low Fat,0.0101,SNACK FOODS,244.47,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3738.98
row_00881,PRD-FYZF7M,14.225,Low Fat,0.0903,HEALTH AND HYGIENE,165.03,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2916.01
row_00883,PRD-BLMMDP,15.996,Regular,0.007,SNACK FOODS,41.36,STORE-9RG,28,Small,Tier_2,Standard Supermarket,489.78
row_00885,PRD-7IOABT,7.479,Low Fat,0.0861,Frozen Foods,151.48,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2911.83
row_00886,PRD-7SMC67,,Low Fat,0.2503,Breakfast,126.5,STORE-T5G,47,Small,Tier_1,Corner Shop,388.65
row_00887,PRD-18NL4I,18.937,Regular,0.0207,Fruits and Vegetables,118.93,STORE-OYG,25,,Tier_2,Standard Supermarket,1719.64
row_00888,PRD-33VFUM,,Low Fat,0.0908,health and hygiene,120.63,STORE-T5G,47,Small,Tier_1,Corner Shop,355.53
row_00889,PRD-A8C4XU,,Regular,0.1409,MEAT,234.3,STORE-T5G,47,Small,Tier_1,Corner Shop,681.7
row_00890,PRD-VD6XDH,20.624,Low Fat,0.1158,snack foods,169.85,STORE-JOR,34,,Tier_3,Corner Shop,541.36
row_00892,PRD-WCAQ6Y,12.239,Regular,0.1049,fruits and vegetables,82.93,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1368.23
row_00893,PRD-7MBAPO,9.975,Regular,0.0523,Fruits and Vegetables,223.91,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,637.83
row_00894,PRD-D5KXKQ,,Low Fat,0.0538,seafood,198.8,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3667.14
row_00895,PRD-HVVZBL,18.775,Regular,0.065,Dairy,118.6,STORE-HL7,23,Medium,Tier_3,Superstore,1596.69
row_00896,PRD-U0J0N0,8.838,Low Fat,0.0256,Frozen Foods,207.26,STORE-OYG,25,,Tier_2,Standard Supermarket,6377.33
row_00897,PRD-AVC2UI,14.904,Regular,0.1118,Fruits and Vegetables,195.23,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3754.19
row_00898,PRD-DZQ5YW,17.552,Regular,0.0782,Snack Foods,101.86,STORE-JOR,34,,Tier_3,Corner Shop,101.16
row_00900,PRD-25OW9Y,,Low Fat,0.0661,Meat,65.64,STORE-T5G,47,Small,Tier_1,Corner Shop,187.01
row_00901,PRD-BOVVPN,9.806,Low Fat,0.0571,HEALTH AND HYGIENE,199.89,STORE-OYG,25,,Tier_2,Standard Supermarket,3358.0
row_00902,PRD-1GXI9D,13.539,Low Fat,0.0354,Frozen Foods,182.29,STORE-AGY,45,Large,Tier_3,Standard Supermarket,6366.33
row_00903,PRD-MU6FGK,16.267,Low Fat,0.0276,FROZEN FOODS,56.12,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1016.28
row_00904,PRD-C1HY2U,20.045,Low Fat,0.0752,DAIRY,110.56,STORE-AGY,45,Large,Tier_3,Standard Supermarket,637.45
row_00907,PRD-3KEGH5,6.006,Low Fat,0.0,canned,228.53,STORE-DKU,30,,Tier_2,Standard Supermarket,5307.24
row_00908,PRD-FP4E8T,,Low Fat,0.0259,FRUITS AND VEGETABLES,118.0,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4334.99
row_00909,PRD-TE0XFZ,7.573,Regular,0.0,FROZEN FOODS,219.84,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4129.45
row_00910,PRD-NSLK6R,,Regular,0.0698,Baking Goods,187.76,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3572.72
row_00911,PRD-N3QXKH,13.832,Low Fat,0.0,dairy,234.73,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1835.48
row_00912,PRD-WJRNZT,17.39,Low Fat,0.0405,household,162.42,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2311.02
row_00913,PRD-1ZUYZY,8.935,Regular,0.0468,fruits and vegetables,170.32,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3065.07
row_00915,PRD-0Y2EFZ,15.534,Regular,0.1121,CANNED,116.23,STORE-HL7,23,Medium,Tier_3,Superstore,757.68
row_00916,PRD-AG1OL7,15.635,Low Fat,0.0208,SOFT DRINKS,211.29,STORE-OYG,25,,Tier_2,Standard Supermarket,5283.57
row_00917,PRD-ONUBR9,8.848,Low Fat,0.0,canned,47.6,STORE-AGY,45,Large,Tier_3,Standard Supermarket,576.32
row_00918,PRD-CXN22P,15.794,Low Fat,0.144,Dairy,93.76,STORE-JOR,34,,Tier_3,Corner Shop,184.8
row_00919,PRD-KL9Z6V,,Low Fat,0.1679,fruits and vegetables,36.93,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1311.18
row_00920,PRD-LCSXU1,11.725,Regular,0.0568,Baking Goods,168.4,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3064.62
row_00921,PRD-C2MU46,17.704,Low Fat,0.0152,SNACK FOODS,194.47,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3114.22
row_00922,PRD-30DM7X,9.378,Regular,0.1051,SOFT DRINKS,41.99,STORE-9RG,28,Small,Tier_2,Standard Supermarket,445.6
row_00923,PRD-7N4YTU,17.963,Low Fat,0.1286,Snack Foods,264.82,STORE-JOR,34,,Tier_3,Corner Shop,498.71
row_00925,PRD-95CTT5,7.791,Low Fat,0.1202,fruits and vegetables,192.89,STORE-JOR,34,,Tier_3,Corner Shop,389.8
row_00926,PRD-AQA355,17.481,Low Fat,0.1121,FROZEN FOODS,39.93,STORE-OYG,25,,Tier_2,Standard Supermarket,317.38
row_00927,PRD-6NJX8K,,Low Fat,0.0375,household,236.23,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,7581.74
row_00928,PRD-78ZC9Y,17.041,Low Fat,0.0532,Dairy,223.65,STORE-YLW,35,Small,Tier_1,Standard Supermarket,4440.05
row_00929,PRD-G7TBTN,,Low Fat,0.0586,Snack Foods,53.61,STORE-9RG,28,Small,Tier_2,Standard Supermarket,586.48
row_00930,PRD-NI9NWR,12.325,Low Fat,0.0779,HEALTH AND HYGIENE,37.54,STORE-DKU,30,,Tier_2,Standard Supermarket,616.42
row_00931,PRD-4EYNIN,7.027,Low Fat,0.0806,Household,120.14,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1877.94
row_00932,PRD-1APTC7,20.326,Low Fat,0.0601,HEALTH AND HYGIENE,111.29,STORE-OYG,25,,Tier_2,Standard Supermarket,1543.07
row_00933,PRD-CM8SJU,20.752,Low Fat,0.0221,Others,152.95,STORE-DKU,30,,Tier_2,Standard Supermarket,4105.27
row_00934,PRD-PLE5H3,10.43,Low Fat,0.0284,FRUITS AND VEGETABLES,102.37,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1286.3
row_00935,PRD-CFZYY9,,Low Fat,0.1494,FROZEN FOODS,210.6,STORE-T5G,47,Small,Tier_1,Corner Shop,1086.27
row_00936,PRD-5YE8T5,14.587,Regular,0.0364,FRUITS AND VEGETABLES,158.56,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2256.78
row_00937,PRD-I379U2,19.112,Low Fat,0.0572,Soft Drinks,55.25,STORE-JOR,34,,Tier_3,Corner Shop,158.4
row_00938,PRD-1AS2YU,18.776,Low Fat,0.0897,Baking Goods,134.25,STORE-JOR,34,,Tier_3,Corner Shop,262.69
row_00939,PRD-YX3CXX,12.942,Low Fat,0.0466,breads,61.94,STORE-HL7,23,Medium,Tier_3,Superstore,634.26
row_00940,PRD-VKXTUF,21.069,Low Fat,0.0411,Fruits and Vegetables,96.97,STORE-JOR,34,,Tier_3,Corner Shop,94.69
row_00941,PRD-3D9PH3,18.601,Low Fat,0.1327,hard drinks,160.34,STORE-OYG,25,,Tier_2,Standard Supermarket,1465.85
row_00942,PRD-P6SDYY,19.752,Regular,0.1044,MEAT,161.84,STORE-JOR,34,,Tier_3,Corner Shop,691.36
row_00943,PRD-24SCOS,,Low Fat,0.0062,HARD DRINKS,155.81,STORE-T5G,47,Small,Tier_1,Corner Shop,454.4
row_00944,PRD-D4K7YJ,18.021,Regular,0.0,Starchy Foods,187.78,STORE-YLW,35,Small,Tier_1,Standard Supermarket,4370.77
row_00945,PRD-ATSWZZ,11.075,Low Fat,0.0301,Household,116.45,STORE-DKU,30,,Tier_2,Standard Supermarket,708.31
row_00949,PRD-Y4II63,17.07,Low Fat,0.1318,Household,128.37,STORE-OYG,25,,Tier_2,Standard Supermarket,2532.31
row_00950,PRD-JN3LYX,13.966,Low Fat,0.1288,DAIRY,117.54,STORE-HL7,23,Medium,Tier_3,Superstore,2016.51
row_00951,PRD-QEYOOU,19.158,Regular,0.0,Frozen Foods,235.02,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3221.02
row_00952,PRD-GJ1QQ8,20.548,Low Fat,0.1431,Baking Goods,119.19,STORE-JOR,34,,Tier_3,Corner Shop,119.57
row_00953,PRD-S6KFRX,19.035,Low Fat,0.2884,household,169.54,STORE-JOR,34,,Tier_3,Corner Shop,1010.2
row_00954,PRD-BFDNHH,,Regular,0.09,Snack Foods,152.75,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3675.02
row_00955,PRD-ZKHI80,13.399,Low Fat,0.025,Household,173.34,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2704.68
row_00956,PRD-SVH3EJ,6.292,Low Fat,0.0128,meat,39.55,STORE-OYG,25,,Tier_2,Standard Supermarket,1101.33
row_00957,PRD-9AHW2P,13.704,Regular,0.056,SNACK FOODS,225.07,STORE-YLW,35,Small,Tier_1,Standard Supermarket,5328.78
row_00958,PRD-5AH9WE,,Low Fat,0.0928,Household,194.63,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,5919.06
row_00959,PRD-299PG3,8.648,Regular,0.0409,Canned,187.17,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1637.3
row_00960,PRD-BJPI4H,6.901,Low Fat,0.0148,Soft Drinks,125.68,STORE-OYG,25,,Tier_2,Standard Supermarket,1662.16
row_00961,PRD-THVKB8,,Regular,0.0859,dairy,257.16,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,9523.15
row_00962,PRD-VKXTUF,,Low Fat,0.0394,FRUITS AND VEGETABLES,96.17,STORE-T5G,47,Small,Tier_1,Corner Shop,183.69
row_00964,PRD-L6HYC1,7.152,Regular,0.1481,SNACK FOODS,101.88,STORE-HL7,23,Medium,Tier_3,Superstore,1887.24
row_00965,PRD-SIY7PG,14.325,Low Fat,0.0421,Household,42.56,STORE-JOR,34,,Tier_3,Corner Shop,41.85
row_00966,PRD-FYZF7M,14.402,Low Fat,0.0901,health and hygiene,156.49,STORE-OYG,25,,Tier_2,Standard Supermarket,2280.52
row_00967,PRD-1K1QT6,14.001,Low Fat,0.0164,HOUSEHOLD,180.54,STORE-JOR,34,,Tier_3,Corner Shop,341.3
row_00968,PRD-O15RRZ,12.656,Low Fat,0.102,Frozen Foods,39.76,STORE-OYG,25,,Tier_2,Standard Supermarket,1316.09
row_00969,PRD-BLMMDP,15.878,Regular,0.0074,snack foods,39.02,STORE-DKU,30,,Tier_2,Standard Supermarket,703.95
row_00970,PRD-JEDKTS,,Low Fat,0.087,Soft Drinks,93.44,STORE-T5G,47,Small,Tier_1,Corner Shop,95.14
row_00971,PRD-5WVO01,5.036,Low Fat,0.0316,Health and Hygiene,35.83,STORE-AGY,45,Large,Tier_3,Standard Supermarket,391.36
row_00972,PRD-OI4J3X,,Regular,0.166,Fruits and Vegetables,63.64,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2400.73
row_00973,PRD-H4PNZP,17.932,Regular,0.0124,Fruits and Vegetables,58.62,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1697.28
row_00974,PRD-C5BV1L,15.487,Low Fat,0.0227,household,100.43,STORE-HL7,23,Medium,Tier_3,Superstore,998.09
row_00975,PRD-JQHUCI,7.825,Regular,0.1487,Canned,51.22,STORE-DKU,30,,Tier_2,Standard Supermarket,1163.15
row_00976,PRD-1LYFSP,,Low Fat,0.3201,Fruits and Vegetables,228.19,STORE-T5G,47,Small,Tier_1,Corner Shop,850.7
row_00978,PRD-UVYP1N,14.85,Regular,0.0976,Snack Foods,161.95,STORE-DKU,30,,Tier_2,Standard Supermarket,4133.37
row_00979,PRD-7R37F7,10.51,Regular,0.0262,fruits and vegetables,219.0,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2960.09
row_00982,PRD-VTAQXP,6.1,Regular,0.0998,DAIRY,44.51,STORE-AGY,45,Large,Tier_3,Standard Supermarket,344.63
row_00983,PRD-QYXGO4,19.573,Low Fat,0.0559,Fruits and Vegetables,56.65,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,835.29
row_00985,PRD-TKW2J2,7.235,Regular,0.0537,BREADS,229.82,STORE-9RG,28,Small,Tier_2,Standard Supermarket,5897.21
row_00986,PRD-NZLAXA,18.392,Low Fat,0.041,Household,248.52,STORE-AGY,45,Large,Tier_3,Standard Supermarket,6413.1
row_00987,PRD-V33B4H,14.085,Regular,0.0854,Meat,121.43,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2099.6
row_00988,PRD-YC4OM3,12.171,Low Fat,0.0111,DAIRY,161.8,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2267.19
row_00989,PRD-X272HP,4.664,Low Fat,0.0,Soft Drinks,113.24,STORE-DKU,30,,Tier_2,Standard Supermarket,1195.4
row_00990,PRD-1IQXZX,,Low Fat,0.0749,Frozen Foods,41.83,STORE-T5G,47,Small,Tier_1,Corner Shop,40.83
row_00991,PRD-6HEP2U,17.795,Low Fat,0.0128,snack foods,141.77,STORE-HL7,23,Medium,Tier_3,Superstore,2565.8
row_00992,PRD-6O3NRD,11.567,Low Fat,0.0073,Meat,198.69,STORE-DKU,30,,Tier_2,Standard Supermarket,944.09
row_00993,PRD-LF7XE7,15.543,Low Fat,0.1798,Fruits and Vegetables,115.89,STORE-AGY,45,Large,Tier_3,Standard Supermarket,664.83
row_00994,PRD-TS5BJJ,6.194,Low Fat,0.0352,HOUSEHOLD,253.78,STORE-JOR,34,,Tier_3,Corner Shop,248.12
row_00995,PRD-8CX8FG,14.392,Regular,0.0881,FROZEN FOODS,231.06,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3106.47
row_01000,PRD-YCKVJK,13.255,Regular,0.1916,canned,219.26,STORE-OYG,25,,Tier_2,Standard Supermarket,3068.13
row_01002,PRD-3I603D,17.627,Low Fat,0.0274,Frozen Foods,259.49,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4924.98
row_01003,PRD-59JSU0,15.469,Regular,0.0958,meat,135.65,STORE-DKU,30,,Tier_2,Standard Supermarket,1458.32
row_01004,PRD-R3PE29,5.498,Low Fat,0.1802,Soft Drinks,142.75,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1941.78
row_01005,PRD-Q8V88B,,Regular,0.1036,Canned,230.09,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,5621.86
row_01006,PRD-LUX745,16.269,Low Fat,0.0363,Health and Hygiene,94.33,STORE-DKU,30,,Tier_2,Standard Supermarket,849.55
row_01007,PRD-45H02C,13.195,Regular,0.0307,CANNED,60.64,STORE-HL7,23,Medium,Tier_3,Superstore,557.61
row_01008,PRD-X497W1,10.296,Low Fat,0.046,HARD DRINKS,157.33,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1868.1
row_01009,PRD-WEPXSK,14.482,Low Fat,0.0453,Soft Drinks,77.46,STORE-9RG,28,Small,Tier_2,Standard Supermarket,1570.36
row_01010,PRD-UUSRZR,,Regular,0.0592,FROZEN FOODS,152.17,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,6025.88
row_01011,PRD-49DBZ7,10.883,Low Fat,0.1566,Snack Foods,104.58,STORE-9RG,28,Small,Tier_2,Standard Supermarket,772.27
row_01012,PRD-V94X2H,13.957,Low Fat,0.0351,Snack Foods,236.31,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3159.67
row_01013,PRD-JDXA1F,9.996,Low Fat,0.0266,MEAT,124.39,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2212.8
row_01014,PRD-MLWBFJ,6.363,Low Fat,0.0311,baking goods,92.41,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1186.64
row_01015,PRD-ZE84LM,7.18,Low Fat,0.0235,frozen foods,98.46,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1450.95
row_01016,PRD-7Y6KY9,20.418,Low Fat,0.0313,BAKING GOODS,176.74,STORE-9RG,28,Small,Tier_2,Standard Supermarket,4760.87
row_01018,PRD-6O0HUH,20.674,Regular,0.0,Fruits and Vegetables,228.53,STORE-DKU,30,,Tier_2,Standard Supermarket,1403.32
row_01019,PRD-BJPI4H,6.978,Low Fat,0.0,soft drinks,127.94,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2417.12
row_01020,PRD-N3R81D,18.588,Regular,0.0918,Frozen Foods,181.84,STORE-DKU,30,,Tier_2,Standard Supermarket,1790.52
row_01021,PRD-0JGL4C,,Regular,0.2399,Canned,40.6,STORE-T5G,47,Small,Tier_1,Corner Shop,78.58
row_01022,PRD-JLD0TT,12.352,Low Fat,0.0239,DAIRY,34.47,STORE-9RG,28,Small,Tier_2,Standard Supermarket,487.03
row_01023,PRD-I85FVO,20.403,Low Fat,0.0646,Household,60.79,STORE-DKU,30,,Tier_2,Standard Supermarket,1184.24
row_01024,PRD-VLTBHO,17.394,Low Fat,0.1516,Meat,163.49,STORE-HL7,23,Medium,Tier_3,Superstore,2016.06
row_01027,PRD-WT29FN,17.627,Low Fat,0.0086,Baking Goods,80.54,STORE-HL7,23,Medium,Tier_3,Superstore,665.74
row_01028,PRD-W4Z56R,5.81,Low Fat,0.0853,FRUITS AND VEGETABLES,161.42,STORE-DKU,30,,Tier_2,Standard Supermarket,1800.57
row_01029,PRD-299PG3,8.823,Regular,0.0393,Canned,187.35,STORE-AGY,45,Large,Tier_3,Standard Supermarket,3781.74
row_01030,PRD-00CVW9,7.55,Regular,0.0776,breads,78.82,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1932.29
row_01033,PRD-KTGBTY,11.575,Low Fat,0.0196,hard drinks,39.24,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,569.64
row_01035,PRD-EGC2DP,6.991,Low Fat,0.0593,Snack Foods,220.23,STORE-DKU,30,,Tier_2,Standard Supermarket,1990.24
row_01036,PRD-KSF4HT,,Low Fat,0.0576,Seafood,109.19,STORE-T5G,47,Small,Tier_1,Corner Shop,329.09
row_01037,PRD-AY7R54,17.761,Low Fat,0.0773,Household,229.03,STORE-AGY,45,Large,Tier_3,Standard Supermarket,4492.77
row_01038,PRD-NY1QEG,9.161,Low Fat,0.0398,Frozen Foods,62.72,STORE-DKU,30,,Tier_2,Standard Supermarket,793.55
row_01039,PRD-2UHCIN,20.807,Low Fat,0.0253,Household,176.54,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2457.26
row_01040,PRD-2YAZQT,15.069,Regular,0.0816,frozen foods,48.36,STORE-AGY,45,Large,Tier_3,Standard Supermarket,293.74
row_01041,PRD-P8192C,8.527,Low Fat,0.0683,Household,214.94,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2444.19
row_01042,PRD-KK5FI1,12.252,Regular,0.0758,canned,88.05,STORE-OYG,25,,Tier_2,Standard Supermarket,1395.85
row_01045,PRD-HYF9SX,17.02,Regular,0.0243,SOFT DRINKS,38.43,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,595.56
row_01047,PRD-ILCMG5,,Regular,0.0865,FRUITS AND VEGETABLES,141.96,STORE-T5G,47,Small,Tier_1,Corner Shop,292.33
row_01048,PRD-JDXA1F,9.708,Low Fat,0.027,Meat,130.07,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,3176.82
row_01049,PRD-9LB7L5,18.642,Regular,0.1735,Dairy,155.93,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2062.6
row_01051,PRD-JZ2N82,12.723,Low Fat,0.0963,Household,45.24,STORE-AGY,45,Large,Tier_3,Standard Supermarket,665.14
row_01052,PRD-0948NP,9.451,Low Fat,0.036,Fruits and Vegetables,139.39,STORE-OYG,25,,Tier_2,Standard Supermarket,1756.1
row_01053,PRD-ZFV8YU,7.737,Low Fat,0.0885,fruits and vegetables,132.0,STORE-JOR,34,,Tier_3,Corner Shop,128.56
row_01054,PRD-2I8L31,19.989,Low Fat,0.0369,Fruits and Vegetables,120.8,STORE-YLW,35,Small,Tier_1,Standard Supermarket,2310.73
row_01055,PRD-3UEA3G,15.285,Low Fat,0.1643,Dairy,37.06,STORE-HL7,23,Medium,Tier_3,Superstore,255.72
row_01056,PRD-53JSJC,,Low Fat,0.0606,household,232.56,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2636.98
row_01057,PRD-HYF9SX,17.162,Regular,0.0,SOFT DRINKS,40.13,STORE-YLW,35,Small,Tier_1,Standard Supermarket,350.12
row_01058,PRD-AVC2UI,15.454,Regular,0.1185,fruits and vegetables,191.97,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1762.73
row_01059,PRD-6GKHNX,8.674,Low Fat,0.0492,Health and Hygiene,128.26,STORE-AGY,45,Large,Tier_3,Standard Supermarket,642.85
row_01060,PRD-ESG687,17.819,Low Fat,0.1779,Dairy,153.2,STORE-OYG,25,,Tier_2,Standard Supermarket,1525.28
row_01061,PRD-WT29FN,,Low Fat,0.0086,baking goods,83.07,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,1463.19
row_01062,PRD-M5VWIP,5.913,Low Fat,0.0735,FROZEN FOODS,122.5,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1113.74
row_01063,PRD-MHZN3M,17.459,Low Fat,0.0279,MEAT,145.97,STORE-JOR,34,,Tier_3,Corner Shop,428.4
row_01065,PRD-994LX9,7.631,Low Fat,0.1413,Dairy,105.03,STORE-YLW,35,Small,Tier_1,Standard Supermarket,419.73
row_01066,PRD-P2S2O8,10.543,Low Fat,0.0241,Fruits and Vegetables,56.66,STORE-HL7,23,Medium,Tier_3,Superstore,544.69
row_01067,PRD-MQEEB6,17.296,Low Fat,0.0733,Canned,76.14,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,635.99
row_01068,PRD-AK2WNJ,,Low Fat,0.1363,Baking Goods,175.13,STORE-T5G,47,Small,Tier_1,Corner Shop,356.21
row_01069,PRD-ANNREG,,Regular,0.0337,Canned,139.18,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,2513.6
row_01070,PRD-83UJSO,,Low Fat,0.0186,health and hygiene,129.38,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,3479.85
row_01071,PRD-GH9N12,10.972,Regular,0.1028,Baking Goods,100.05,STORE-YLW,35,Small,Tier_1,Standard Supermarket,1012.58
row_01072,PRD-V82DIB,11.842,Regular,0.0107,meat,107.75,STORE-HL7,23,Medium,Tier_3,Superstore,339.82
row_01073,PRD-BAZHAK,,Low Fat,0.0989,frozen foods,112.32,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,4189.22
row_01074,PRD-AVC2UI,15.153,Regular,0.0,fruits and vegetables,198.04,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,2426.43
row_01075,PRD-LYF3YR,6.507,Low Fat,0.0062,household,163.72,STORE-9RG,28,Small,Tier_2,Standard Supermarket,2658.56
row_01076,PRD-97XGCK,15.53,Low Fat,0.0,Baking Goods,109.94,STORE-HL7,23,Medium,Tier_3,Superstore,1445.81
row_01079,PRD-Q7U1KU,12.911,Low Fat,0.0219,Dairy,118.65,STORE-DKU,30,,Tier_2,Standard Supermarket,1993.58
row_01080,PRD-AAFH5J,20.276,Low Fat,0.0197,Fruits and Vegetables,86.78,STORE-HL7,23,Medium,Tier_3,Superstore,722.79
row_01081,PRD-R2JCPS,8.901,Low Fat,0.0211,Canned,52.01,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,704.49
row_01082,PRD-71SD9E,13.97,Low Fat,0.0671,Snack Foods,200.97,STORE-DKU,30,,Tier_2,Standard Supermarket,2132.34
row_01083,PRD-444NK0,5.028,Regular,0.0624,Meat,124.17,STORE-YLW,35,Small,Tier_1,Standard Supermarket,3335.59
row_01084,PRD-8KYLHT,9.162,Low Fat,0.1762,SNACK FOODS,106.92,STORE-89Z,33,Medium,Tier_1,Standard Supermarket,1946.23
row_01086,PRD-GZ0C99,,Regular,0.0255,Meat,245.33,STORE-T5G,47,Small,Tier_1,Corner Shop,1035.23
row_01087,PRD-KINNDW,19.917,Regular,0.0,FROZEN FOODS,81.41,STORE-OYG,25,,Tier_2,Standard Supermarket,1105.66
row_01088,PRD-KYKE9F,13.614,Low Fat,0.0367,SNACK FOODS,241.15,STORE-DKU,30,,Tier_2,Standard Supermarket,2219.25
row_01089,PRD-M2PZNT,,Low Fat,0.0186,Others,159.66,STORE-7WS,47,Medium,Tier_3,Flagship Hypermarket,5805.06
row_01091,PRD-JB3VCF,13.415,Regular,0.0124,SNACK FOODS,58.32,STORE-9RG,28,Small,Tier_2,Standard Supermarket,940.42
row_01092,PRD-4EYNIN,7.053,Low Fat,0.0769,Household,115.54,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2428.48
row_01094,PRD-83UJSO,18.336,Low Fat,0.0185,health and hygiene,132.65,STORE-9RG,28,Small,Tier_2,Standard Supermarket,3258.1
row_01095,PRD-OQTFZN,11.971,Regular,0.1311,Fruits and Vegetables,182.82,STORE-AGY,45,Large,Tier_3,Standard Supermarket,2517.62
row_01096,PRD-N7XY43,16.02,Low Fat,0.0806,Canned,92.77,STORE-AGY,45,Large,Tier_3,Standard Supermarket,1881.33
row_01097,PRD-9IT02F,17.268,Low Fat,0.0,HOUSEHOLD,117.97,STORE-HL7,23,Medium,Tier_3,Superstore,1402.5
